11,0
11,20
11,44
17,0
18,20
19,0
19,44
20,0
21,0
22,0
22,20
22,21
22,22
22,23
22,24
22,99
23,0
25,0
25,42
25,43
25,44
26,20
26,21
26,22
27,0
28,0
29,20
29,21
29,22
30,0
31,20
31,21
31,22
32,0
33,24
33,42
33,43
33,44
34,0
35,0
36,0
37,0
38,20
38,21
38,22
39,0
40,0
41,0
43,0
44,0
44,20
44,42
44,43
45,20
45,21
45,22
46,0
48,0
49,0
50,0
51,0
53,42
53,43
53,44
56,0
58,0
59,0
61,20
62,20
62,21
62,22
62,24
64,0
64,5
64,13
64,16
64,18
64,20
64,59
65,4
65,6
65,8
65,13
65,16
65,20
65,23
65,44
65,98
65,99
66,4
66,5
66,9
66,13
66,16
66,20
66,23
66,25
66,41
66,44
66,58
66,60
66,83
66,98
66,99
67,4
67,5
67,10
67,13
67,16
67,20
67,23
67,25
67,41
67,44
67,48
67,60
67,98
67,99
68,4
68,5
68,10
68,13
68,16
68,20
68,23
68,25
68,32
68,33
68,34
68,35
68,36
68,37
68,38
68,39
68,41
68,44
68,58
68,60
68,88
68,89
68,90
68,91
68,92
68,93
68,98
68,99
69,4
69,5
69,10
69,13
69,16
69,20
69,23
69,25
69,32
69,33
69,34
69,35
69,36
69,37
69,38
69,39
69,41
69,44
69,58
69,60
69,88
69,89
69,90
69,91
69,92
69,93
69,98
69,99
70,4
70,5
70,10
70,13
70,16
70,17
70,20
70,23
70,25
70,32
70,33
70,34
70,35
70,36
70,37
70,38
70,39
70,41
70,44
70,48
70,60
70,88
70,89
70,90
70,91
70,92
70,93
70,98
70,99
71,4
71,5
71,10
71,13
71,16
71,17
71,20
71,23
71,25
71,32
71,33
71,34
71,35
71,36
71,37
71,38
71,39
71,41
71,44
71,48
71,60
71,88
71,89
71,90
71,91
71,92
71,93
71,98
71,99
72,0
72,4
72,5
72,10
72,13
72,16
72,17
72,20
72,23
72,25
72,32
72,33
72,34
72,35
72,36
72,37
72,38
72,39
72,44
72,88
72,89
72,90
72,91
72,92
72,93
72,98
72,99
73,20
74,0
74,5
74,10
74,13
74,16
74,20
74,21
74,22
74,42
74,44
74,88
74,89
74,90
74,91
74,92
74,93
75,20
75,21
76,0
76,5
76,16
76,20
76,44
77,0
77,20
78,44
79,0
79,20
79,44
80,20
81,1
81,2
81,3
81,4
81,10
81,11
81,12
81,13
81,14
81,15
81,17
81,19
81,23
81,27
81,50
81,51
81,52
81,53
81,54
81,57
81,60
81,63
81,66
81,67
81,70
81,71
81,72
81,73
81,79
81,81
81,82
81,101
81,108
81,125
82,5
82,20
82,24
82,25
82,26
82,27
82,28
82,44
82,59
82,64
83,6
83,7
83,44
84,23
84,44
85,44
86,20
87,42
87,43
87,44
88,0
88,44
89,32
89,33
89,34
89,35
89,36
89,37
89,38
89,39
89,44
90,4
90,20
91,44
92,44
93,0
93,44
94,0
94,20
95,20
96,0
96,20
96,21
96,22
96,44
97,0
97,42
97,43
97,44
98,0
98,42
98,43
98,44
99,0
100,0
101,0
101,42
101,43
101,44
102,0
102,20
104,42
104,43
104,44
105,20
105,21
105,22
105,42
105,43
105,44
105,52
106,42
106,43
106,44
107,20
107,21
107,22
107,24
108,20
108,21
108,22
109,42
109,43
109,44
110,20
110,21
110,22
112,4
112,20
112,21
112,22
112,42
112,43
115,42
115,43
115,44
117,4
117,20
117,21
117,22
122,16
124,20
124,40
125,20
125,44
127,21
127,22
201,0
201,4
201,16
201,20
201,24
201,230
201,237
201,251
201,253
202,0
202,4
202,16
202,20
202,24
202,230
202,237
202,251
202,253
202,254
235,4
235,250
235,252
